bhk,rent,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,id
2,17000,800,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,aeef1b61
2,35000,1020,1 out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,6b9c1877
2,35000,1109,3 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,c6cb3778
2,15000,900,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,51f209cf
4,100000,2500,16 out of 18,Carpet Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,a0652c30
3,27000,1850,5 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,e1a89047
2,11000,635,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,fc1ec67f
4,60000,2317,10 out of 12,Super Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,4d2fdcb7
3,28000,917,3 out of 7,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,078c2519
2,17000,1000,3 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,39557378
3,14000,950,3 out of 7,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,ed86f246
1,9000,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,59f35023
3,25000,2064,11 out of 19,Super Area,Chennai,Semi-Furnished,Family,4,Contact Owner,12ffd9e2
3,22000,1100,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,41d04643
1,11000,579,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9858e581
1,9000,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7612228d
1,54500,515,12 out of 42,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,69981d3a
4,380000,2800,50 out of 75,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,8d4f80df
2,46700,800,2 out of 7,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,ed9f6e93
5,500000,3900,4 out of 6,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,138825ed
2,75000,777,17 out of 22,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,09203a0b
2,45000,850,9 out of 12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,85749e85
2,90000,777,19 out of 22,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,f3341dbc
2,75000,1000,3 out of 15,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2e2f7b99
2,44000,710,13 out of 18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,49ae64f7
2,80000,700,3 out of 8,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,e83f7664
3,160000,1197,18 out of 26,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,07f97cc6
2,62000,650,11 out of 25,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,d6a9450d
4,200000,2200,11 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,b5507c7c
3,120000,1130,3 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,b74e9cad
3,270000,1710,25 out of 48,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,fdc01209
2,35000,615,6 out of 14,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,64784bed
2,65000,800,10 out of 14,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,b7553c60
3,140000,1400,11 out of 13,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,1c90b882
3,180000,1250,11 out of 13,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,25c65868
3,180000,1500,15 out of 20,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,cc6f6ede
2,63000,888,12 out of 20,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,0735ec30
3,240000,1358,40 out of 50,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent,ca59bcd3
3,16000,1300,1 out of 2,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2731254d
2,38000,661,17 out of 36,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,6ef79c21
3,80000,1100,48 out of 54,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,9147343d
4,250000,2500,2 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,b25b748a
1,3500,300,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,a59b456b
2,6000,900,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2593eb46
3,26000,1450,4 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,e8fed7c5
3,65000,1050,3 out of 62,Carpet Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent,d74a1237
3,150000,1350,23 out of 25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1592af7e
3,200000,1400,8 out of 17,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,04b69e50
2,12000,980,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9d0aa3e9
3,53000,1000,16 out of 32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,551220de
1,46000,500,6 out of 8,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent,d3a3c101
1,33000,460,10 out of 25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,64c84e95
1,36000,585,10 out of 14,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,9d65c4a2
2,66000,750,2 out of 8,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,055550da
4,140000,2000,6 out of 45,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent,e59277ab
2,94000,800,14 out of 18,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,ec883370
3,160000,1300,37 out of 51,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,dbe8ddfe
3,62000,1100,15 out of 22,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,27e7efd0
2,80000,800,7 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,278bdab5
2,45000,795,7 out of 13,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,c9264fc8
3,93000,1600,18 out of 27,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,bf67a68a
3,60000,2400,Ground out of 8,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,3c13c8c0
3,130000,1450,9 out of 10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,459b5019
3,200000,1350,1 out of 5,Carpet Area,Mumbai,Furnished,Bachelors,3,Contact Agent,e6c790b5
3,55000,925,16 out of 36,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,7331dfb7
4,80000,1450,30 out of 44,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,bcdb6b30
3,25000,1200,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,01fe6e33
2,55000,750,1 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,292c7ebb
2,43000,1150,14 out of 40,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,e77a7633
2,40000,680,5 out of 14,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,fe2fb474
2,44000,722,34 out of 48,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,77c8184f
4,190000,2079,4 out of 58,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,17037754
2,60000,888,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,916f5b10
1,21000,425,11 out of 21,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,b87bed12
2,85000,777,18 out of 24,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,a8a2b30f
3,200000,1350,1 out of 5,Carpet Area,Mumbai,Furnished,Bachelors,3,Contact Agent,edc10c00
3,120000,1200,14 out of 35,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,b5883dc5
3,52000,2710,4 out of 7,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,a8c97ea9
2,24000,630,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4a67984f
4,140000,3100,9 out of 22,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,b0531764
3,35000,1300,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,884740bc
1,19000,625,2 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent,d1c382ec
2,45000,630,10 out of 32,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,ed29c0d8
2,12000,840,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,83339f27
2,47000,751,3 out of 30,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,8b4753ed
3,25000,140,Ground out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,33ba77d3
2,33000,1000,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,7254c5c5
3,55000,900,Upper Basement out of 10,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,d2e19c41
3,140000,1330,17 out of 43,Carpet Area,Mumbai,Unfurnished,Bachelors,4,Contact Agent,8666e1e6
3,230000,1915,3 out of 18,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,de9a90c1
1,14000,446,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1749e00b
2,22000,900,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,fae68e7a
2,47000,661,19 out of 38,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,28903f61
3,43000,750,6 out of 16,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,e1c03d2c
2,36000,1440,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,d866e2d6
3,190000,1514,34 out of 58,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,40e0ce8a
1,18000,450,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2650a12d
3,75000,2400,5 out of 14,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,86ca4b94
2,21000,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,7b04a456
2,38000,650,10 out of 16,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,2c9baea3
4,220000,2000,9 out of 17,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,01eebb18
3,130000,1224,14 out of 21,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,01055fed
3,80000,950,17 out of 25,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,404c735f
1,34000,365,18 out of 40,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent,8157eff8
3,110000,1500,17 out of 42,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,30222b26
2,60000,760,3 out of 11,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,8746b7e5
3,170000,1150,8 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,fc1200c7
1,9300,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,91a7bc9d
3,10000,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2fc1e9c2
4,120000,1600,9 out of 29,Carpet Area,Mumbai,Unfurnished,Family,4,Contact Agent,15aa0c7e
3,300000,1225,5 out of 13,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,de8627f7
3,100000,1400,22 out of 30,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,624ec06d
1,40000,500,3 out of 6,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,c08d9955
3,330000,1650,8 out of 27,Carpet Area,Mumbai,Furnished,Bachelors,4,Contact Agent,d64ce8d6
4,61500,2608,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1044690f
3,140000,1100,6 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,537337c8
2,70000,760,9 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7bf016f5
2,16000,1100,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,0716f42c
2,75000,900,10 out of 15,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,f66b7dcd
2,85000,902,41 out of 41,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,76983304
2,55000,950,7 out of 10,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,06b43948
3,70000,1100,18 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,e3cbba88
3,130000,1800,10 out of 16,Super Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,12b15c8d
4,150000,1937,20 out of 30,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1368d271
3,65000,1100,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,b8509b02
1,45000,450,5 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,3b8be1dd
2,65000,950,2 out of 45,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,89c48c47
3,150000,1100,9 out of 16,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent,5c9b7d46
2,45000,965,19 out of 27,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,60a17184
2,48000,742,17 out of 36,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,b3bf2140
1,30000,330,13 out of 40,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent,6f34a3e0
4,210000,2000,27 out of 27,Carpet Area,Mumbai,Unfurnished,Bachelors,5,Contact Agent,749fa825
1,16500,600,4 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent,68f64f04
3,140000,1350,18 out of 32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,0477d720
2,47000,585,7 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,a79e9a40
3,230000,2750,53 out of 60,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,502845c5
3,15000,1450,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,625189e3
4,400000,2080,34 out of 46,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,cebf5558
3,310000,2170,44 out of 75,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1a16327c
3,120000,2770,3 out of 22,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,30c42489
2,190000,895,32 out of 46,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5427674f
3,65000,1480,7 out of 14,Carpet Area,Bangalore,Furnished,Family,2,Contact Agent,8b92ebcc
3,65000,1444,11 out of 14,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,7d8a2097
3,25000,1200,9 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,cf324559
3,30000,1600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,f2bef084
3,35000,1750,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,0bc1c189
4,220000,4000,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,f9b07ad2
3,45000,2200,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,efba2e3a
3,40000,1900,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,d8ad8dee
4,150000,4761,14 out of 18,Super Area,Hyderabad,Semi-Furnished,Family,5,Contact Agent,858011a0
3,30000,1484,9 out of 12,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,206a93bf
2,24000,1150,5 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,3ad3648b
2,12000,750,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,6bf9884d
3,35000,1600,8 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,8ee2538b
2,30000,1140,2 out of 16,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2a0e0783
2,27999,1250,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,df9dd480
4,70000,2880,9 out of 19,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,82128953
2,22999,1144,1 out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,16d2310d
1,10000,500,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,3d01c313
2,22000,1100,1 out of 12,Carpet Area,Hyderabad,Furnished,Family,2,Contact Agent,0bfddce6
1,8500,900,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner,9655d6b5
2,30000,1020,1 out of 11,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Agent,391a2bc6
2,22000,1150,4 out of 9,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,9cefc2ae
1,14500,500,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,c8100d48
3,40000,1400,3 out of 5,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,56d83c5c
3,34999,1462,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent,9990256b
2,18999,618,4 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,f99b2c93
3,33000,1600,15 out of 16,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,b760d7d7
2,16000,975,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,6b75384e
3,24000,1200,2 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,903e461e
3,30000,1500,Ground out of 14,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,ed5d0b0e
4,120000,3455,12 out of 17,Super Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent,a2a3a4c2
2,17000,1200,4 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,86a36000
3,49000,1700,7 out of 15,Carpet Area,Chennai,Furnished,Bachelors,3,Contact Agent,e59318d3
2,17500,1200,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5d495178
3,15000,800,1 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,e42adf65
1,13000,750,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Family,1,Contact Owner,b49a202c
2,26000,1027,15 out of 19,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,d324c66f
2,25000,1200,3 out of 4,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,769db21c
3,200000,3000,1 out of 1,Super Area,Chennai,Furnished,Family,4,Contact Agent,abd601ff
3,60000,2405,10 out of 14,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent,750f9752
2,21000,1100,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,a3c70468
1,15500,600,Upper Basement out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,00cdb3b8
3,14000,1360,3 out of 8,Super Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,d494d9da
3,34999,1400,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,3df42583
2,15000,1300,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,359dc77d
3,15000,1157,4 out of 8,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,58137b15
3,12000,1250,2 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,51af0418
3,60000,3200,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,c907573c
3,38000,1300,9 out of 19,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,7d8c2147
3,28000,1050,5 out of 10,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,8d93994e
2,19000,1100,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,c1ece8a3
3,53000,1700,4 out of 16,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent,24724540
1,15000,550,9 out of 15,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent,85ecc3db
3,95000,2700,23 out of 30,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent,75939fe8
3,50000,2300,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,8da4b807
3,67000,2310,3 out of 17,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,98bd203d
3,15000,1200,2 out of 5,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,e0002a6b
